,DEP_ENT,MONTH,NET_SALES
681,220_310,2017-01-01,-434901.8838421445
682,220_310,2016-12-01,889927.7843954737
683,200_155,2018-10-01,1644360.1700000002
684,210_155,2019-11-01,10165487.37
685,160_155,2018-05-01,3665062.79
686,220_155,2018-05-01,510719.32
687,170_155,2016-01-01,2963987.54
688,200_155,2019-01-01,2265201.79
689,210_165,2017-12-01,-75651.39455965471
690,260_155,2021-11-01,4350.18
691,220_155,2023-02-01,-152305.69
692,250_165,2023-04-01,71894.33724275239
693,210_310,2018-05-01,2039652.2840838903
694,210_165,2019-03-01,473019.7808445824
695,250_310,2019-09-01,185965.7342817498
696,210_310,2023-04-01,1184231.290807692
697,210_155,2017-05-01,6788842.970000001
698,200_310,2017-05-01,64377.78021978025
699,210_310,2021-02-01,646168.012970182
700,250_310,2020-09-01,772663.3496327453
701,250_310,2016-11-01,710349.1542845352
702,220_310,2018-07-01,67736.11576542273
703,250_155,2023-07-01,7465892.709999999
704,250_155,2020-11-01,9250506.149999999
705,260_155,2022-05-01,3447.5499999999993
706,210_155,2019-07-01,1868190.2400000002
707,210_310,2020-03-01,458594.91832860507
708,170_155,2020-01-01,3686947.6399999997
709,210_310,2020-05-01,957920.2238365654
710,170_155,2016-09-01,2214960.12
711,160_155,2016-08-01,2814765.67
712,200_310,2022-03-01,244767.28846910657
713,200_310,2018-02-01,51864.99351281219
714,200_310,2017-10-01,38372.4231972407
715,250_165,2019-11-01,27473.08732429778
716,160_155,2022-09-01,2672275.26
717,160_155,2018-04-01,2626379.28
718,260_155,2021-04-01,6054.799999999999
719,210_310,2017-07-01,1296662.131385067
720,200_310,2019-02-01,182601.2322202784
721,240_155,2020-04-01,2332522.0700000003
722,200_155,2022-06-01,1713451.8399999996
723,240_155,2021-06-01,5955513.409999999
724,250_155,2018-08-01,7790141.629999998
725,210_155,2020-09-01,7741832.27
726,210_165,2023-02-01,206148.8001449829
727,250_165,2023-03-01,4612.897547683965
728,220_155,2017-01-01,155921.77999999994
729,210_155,2020-01-01,3340242.78
730,250_165,2022-01-01,-9139.935283939216
731,240_155,2019-02-01,4154421.6700000004
732,260_155,2019-02-01,2326.26
733,200_155,2018-08-01,1430529.3100000003
734,250_165,2018-11-01,19609.019104975156
735,220_155,2019-04-01,-127919.44
736,250_155,2023-05-01,5102570.959999999
737,250_310,2021-09-01,451415.73128163273
738,220_155,2020-11-01,227388.99000000005
739,210_165,2017-01-01,642657.2243829186
740,210_155,2021-10-01,1456649.66
741,200_310,2021-01-01,413746.1122432984
743,200_155,2022-05-01,2275736.56
744,250_310,2020-03-01,111182.76182143831
745,200_310,2016-09-01,51427.61701152939
746,250_165,2019-05-01,339.44302732269483
747,250_155,2020-03-01,3040734.37
748,260_155,2021-07-01,3349.8099999999995
749,260_155,2020-01-01,2678.96
750,160_155,2023-08-01,3628683.11
751,160_155,2016-03-01,1774890.87
752,200_155,2016-01-01,2592017.04
753,210_310,2016-03-01,1478748.3752938565
754,260_155,2019-10-01,4444.68
755,220_155,2016-04-01,843519.5299999999
756,250_310,2019-11-01,627376.305146701
757,250_310,2020-05-01,344061.6605829777
758,220_310,2022-09-01,20591.788878704545
759,220_155,2018-04-01,451275.49
760,200_155,2023-08-01,1795355.9200000002
761,250_155,2021-06-01,7391166.09
762,170_155,2021-06-01,4376178.74
763,210_165,2022-01-01,181286.74444976574
764,220_155,2020-06-01,152169.65
765,210_310,2020-10-01,525745.3823821624
766,200_310,2019-03-01,272135.63934924745
767,200_155,2020-11-01,3727026.7399999998
768,250_155,2020-12-01,4057064.9799999995
769,170_155,2020-02-01,2414781.11
770,170_155,2022-05-01,4948782.789999999
771,160_155,2017-10-01,1152439.68
772,240_155,2017-03-01,5940741.709999999
773,250_165,2019-09-01,9908.782749594986
774,210_155,2017-09-01,10655739.01
775,210_165,2020-05-01,286972.49978937046
776,210_155,2019-09-01,4619829.2
777,160_155,2017-09-01,3512832.7199999997
778,200_310,2017-02-01,27453.24031716988
779,200_310,2019-12-01,853304.7156308854
780,250_155,2016-01-01,3738317.4
781,200_155,2021-01-01,2936947.110000001
782,220_155,2022-09-01,-141299.72
783,210_155,2023-07-01,3197587.39
784,220_155,2023-03-01,399579.3500000001
785,200_310,2016-03-01,36359.259807549985
786,220_155,2017-08-01,66657.93
787,200_310,2020-03-01,295055.3523439833
788,220_310,2022-12-01,190574.48814258366
789,250_165,2021-09-01,68719.91793384096
790,220_310,2020-02-01,279044.73046638386
791,250_155,2016-02-01,4384746.210000001
792,250_165,2019-12-01,4919.903384112011
793,250_310,2022-04-01,359187.4845729137
794,250_155,2022-10-01,12020860.95
795,210_165,2018-09-01,748955.5488395245
796,200_155,2023-04-01,1918474.98
797,170_155,2022-06-01,4599633.34
798,240_155,2021-10-01,6582708.090000001
800,210_165,2021-05-01,396379.3168662644
801,210_165,2021-07-01,121277.2832399138
802,250_165,2022-11-01,620.6630951177647
803,210_155,2016-05-01,5353261.800000002
804,200_155,2016-05-01,3210147.1299999994
805,250_155,2018-03-01,3730400.27
806,240_155,2017-04-01,4789757.73
807,210_155,2022-04-01,11843504.520000001
808,210_165,2021-12-01,647011.7806411118
809,160_155,2021-10-01,4448633.850000001
810,200_155,2017-01-01,2221206.2099999995
811,250_310,2018-08-01,433758.9629862528
812,250_310,2017-07-01,276221.67228716187
813,250_155,2017-04-01,5461855.05
814,240_155,2020-10-01,3800950.07
815,220_155,2020-04-01,441398.20999999996
816,220_310,2021-03-01,230123.32208179604
817,220_155,2018-07-01,-194649.60999999996
818,250_165,2018-10-01,103228.19114817184
819,210_310,2019-10-01,913700.4168423461
820,210_165,2022-08-01,469766.5557739544
821,250_165,2020-10-01,50428.587517806816
822,200_155,2016-02-01,2348092.91
823,240_155,2018-10-01,4154365.58
824,220_155,2019-02-01,69557.87999999999
825,240_155,2018-12-01,2878010.34
826,210_310,2018-10-01,1152616.061673901
827,200_310,2021-09-01,672520.1491945084
828,210_310,2020-07-01,2650889.79934246
829,210_165,2022-07-01,53509.76381084966
830,160_155,2018-09-01,3059898.2699999996
831,250_310,2019-05-01,188014.4232208743
832,250_165,2020-03-01,3531.8306052725375
833,240_155,2023-02-01,5235253.750000001
834,210_165,2016-01-01,384844.227807569
835,170_155,2017-09-01,3218460.4899999998
836,220_155,2019-08-01,-86617.91
837,200_155,2023-07-01,1897662.8900000001
838,210_310,2017-06-01,2622122.2494999263
839,210_165,2017-08-01,861567.4562538636
840,200_310,2017-04-01,38958.83367063938
841,210_310,2022-03-01,225577.4432648558
842,200_155,2019-08-01,1955738.19
843,210_310,2016-11-01,2462928.7057714392
844,250_155,2022-01-01,5831587.1899999995
845,250_310,2022-01-01,564825.2556781698
846,200_310,2023-02-01,178552.07710699335
847,220_310,2019-05-01,25413.08709869205
848,250_310,2017-06-01,701333.6264779367
849,220_310,2019-12-01,458757.06214689283
850,260_155,2019-08-01,4215.639999999999
851,240_155,2022-04-01,6291843.85
852,200_310,2020-05-01,980578.6625351305
853,160_155,2023-09-01,2421393.2699999996
854,260_155,2020-03-01,1291.7600000000004
855,200_310,2021-05-01,677179.2246925648
856,220_310,2021-02-01,926794.9831728891
857,250_310,2019-08-01,161933.81433971543
858,160_155,2017-02-01,5179593.640000001
859,220_155,2016-11-01,430542.46
860,210_310,2017-11-01,1499710.8241960185
861,200_155,2020-05-01,5970634.910000001
862,160_155,2021-01-01,5327598.8100000005
863,220_155,2023-09-01,381018.16000000003
864,210_155,2019-08-01,6867357.890000001
865,210_155,2019-05-01,46796.189999999566
866,220_310,2018-01-01,26398.9743181999
867,260_155,2022-01-01,2171.5899999999997
868,260_155,2020-07-01,3613.4399999999996
869,250_165,2023-02-01,-26077.655298870814
870,210_165,2022-05-01,298447.7183871416
871,210_155,2017-08-01,4857901.02
872,210_165,2016-12-01,833116.1819682447
873,210_155,2021-06-01,8401741.72
874,220_155,2021-07-01,4075063.6799999997
875,250_155,2020-08-01,8551918.849999998
876,160_155,2022-05-01,3033480.7499999995
877,200_310,2019-10-01,232758.69072787667
878,170_155,2021-10-01,2761222.58
879,250_310,2020-08-01,641689.0863656722
880,260_155,2019-05-01,5423.299999999999
881,210_155,2016-11-01,16467966.489999998
882,210_165,2017-05-01,363593.72674109595
883,250_155,2016-05-01,6569795.3100000005
884,220_155,2017-10-01,6626636.82
885,170_155,2020-06-01,2089747.4200000002
886,240_155,2016-01-01,3775553.32
887,210_155,2022-09-01,3668997.06
888,210_310,2022-12-01,1168321.1519575792
889,160_155,2021-12-01,3475233.31
890,220_310,2022-08-01,92211.59227702653
891,220_155,2019-05-01,17865.180000000004
892,210_310,2021-11-01,2044618.2205239364
893,220_155,2023-06-01,98452.84999999996
894,210_310,2019-08-01,955721.8224889694
895,220_310,2018-04-01,220146.17950508118
896,260_155,2021-06-01,2261.6899999999996
897,250_165,2021-10-01,29762.54185989773
898,210_155,2023-02-01,6204353.869999999
899,220_155,2018-08-01,6306854.3
900,160_155,2022-04-01,2716010.2300000004
901,250_165,2019-03-01,110.1648036238018
902,250_310,2016-07-01,335205.15275736665
903,220_155,2017-09-01,-301475.23000000004
904,210_155,2021-01-01,5166002.17
905,240_155,2023-05-01,7297079.600000001
906,170_155,2018-01-01,3046730.1
907,220_155,2016-01-01,1514081.0900000003
908,210_310,2018-11-01,3050413.2031255243
909,250_310,2022-12-01,319284.2945205464
910,260_155,2021-12-01,9655.8
911,250_310,2020-11-01,529171.7997086346
912,250_310,2021-07-01,476545.2022933621
913,200_155,2017-11-01,1953840.1300000001
914,160_155,2016-12-01,1618833.26
915,220_155,2018-06-01,-73711.36000000003
916,210_310,2021-04-01,916291.2403545977
917,240_155,2016-03-01,5293515.0200000005
918,240_155,2017-10-01,4342549.030000001
919,170_155,2019-02-01,3493117.9299999997
920,210_310,2020-06-01,1781939.6531280403
921,240_155,2021-09-01,5270732.220000001
922,160_155,2023-04-01,1516571.0699999996
923,260_155,2023-01-01,2915.0
924,160_155,2022-01-01,1879024.0500000003
925,250_155,2018-02-01,3703937.7900000005
926,170_155,2016-05-01,2538105.0700000003
927,250_155,2019-03-01,4309187.73
928,220_155,2019-06-01,-96428.0
929,170_155,2018-05-01,5056420.3500000015
930,210_155,2021-05-01,4543746.870000001
931,250_310,2021-01-01,497090.4607673747
932,210_310,2018-02-01,1162992.7975681163
933,200_310,2018-08-01,264824.26149006386
934,200_310,2023-09-01,411356.7142118098
935,210_165,2020-03-01,486534.9007189826
936,220_310,2023-06-01,-1226.7559020372141
937,220_310,2021-10-01,526939.79143798
938,210_155,2018-05-01,1464360.3199999998
939,240_155,2016-10-01,4102859.1099999994
940,170_155,2019-09-01,3605808.25
941,240_155,2022-08-01,5740884.21
942,210_165,2022-02-01,156025.8588676715
943,210_165,2017-06-01,323027.7500093527
944,160_155,2019-12-01,2630136.5199999996
945,240_155,2021-02-01,4137645.8500000006
946,210_155,2020-04-01,2730543.7800000003
947,170_155,2017-04-01,4683576.55
948,170_155,2017-12-01,3072097.6
949,170_155,2019-03-01,4272339.430000001
950,210_165,2019-04-01,1764560.0943542076
951,200_155,2022-01-01,1985988.92
952,200_310,2021-03-01,533340.2464871655
953,220_155,2023-05-01,1286710.9700000002
954,210_155,2022-02-01,6785699.82
955,250_155,2019-01-01,1777664.1900000002
956,200_155,2019-12-01,4944662.33
957,210_165,2017-07-01,212235.86474501024
958,220_310,2019-02-01,42169.14124895413
959,250_310,2022-06-01,487800.4447206538
960,250_155,2017-11-01,8679321.440000001
961,260_155,2019-06-01,5357.53
962,240_155,2019-01-01,4866214.61
963,200_310,2021-06-01,226458.9575737489
964,160_155,2022-07-01,3528076.669999999
965,220_155,2021-02-01,1007308.3799999999
966,210_155,2019-04-01,13840909.290000001
967,170_155,2017-01-01,2942862.45
968,220_155,2017-06-01,-116744.57
969,210_165,2016-07-01,335202.80363715
970,210_155,2020-07-01,7427116.880000002
971,240_155,2020-03-01,3172627.98
972,250_310,2023-08-01,362432.4016524583
973,250_165,2020-11-01,100505.13060318341
974,220_155,2022-05-01,4875638.930000001
975,200_310,2018-03-01,179491.75669328336
976,250_155,2018-06-01,8029409.430000001
977,210_165,2019-05-01,1053060.9323638561
978,170_155,2022-01-01,4263894.449999999
979,250_165,2021-11-01,37482.06814310038
980,250_165,2023-08-01,4212.8057338211365
981,210_155,2020-03-01,6303919.93
982,250_310,2023-01-01,182222.0793261482
983,210_155,2020-11-01,6572255.87
984,210_155,2018-04-01,10913615.799999999
985,220_155,2016-10-01,400983.17
986,160_155,2019-06-01,1008955.0299999999
987,160_155,2020-09-01,1590849.65
988,250_310,2021-06-01,546067.2850215317
989,210_165,2022-12-01,495830.83992505947
990,170_155,2020-08-01,1709943.6
991,210_310,2017-02-01,1636623.246143643
992,210_165,2016-08-01,1000974.486136608
993,240_155,2021-12-01,5517683.34
994,210_155,2023-06-01,2741890.2399999998
995,170_155,2019-11-01,3429007.8800000004
996,160_155,2018-06-01,2277555.29
997,210_165,2018-03-01,297176.3837148837
998,200_310,2022-05-01,218998.56876166776
999,220_155,2021-12-01,330030.32
1000,210_165,2021-02-01,90160.19819776024
1001,200_155,2017-10-01,1856472.6600000006
1002,240_155,2016-08-01,4342977.07
1003,250_310,2019-04-01,263662.96455185174
1004,160_155,2017-05-01,2119525.2199999997
1005,210_155,2021-09-01,8128995.069999999
1006,160_155,2020-02-01,1253972.15
1007,210_165,2020-02-01,626632.1077261573
1008,240_155,2017-06-01,5756533.29
1009,240_155,2018-05-01,5667405.46
1010,210_310,2016-08-01,3376684.9660300883
1011,250_155,2021-04-01,9341502.95
1012,210_155,2016-09-01,10283086.45
1013,210_310,2019-03-01,924964.0101984207
1014,250_310,2022-11-01,658874.1129389683
1015,240_155,2019-03-01,4696057.000000001
1016,250_310,2016-01-01,252036.3407076458
1017,170_155,2022-07-01,2639258.71
1018,240_155,2020-08-01,4030097.6600000006
1019,200_310,2022-07-01,245233.86083313957
1020,250_165,2021-01-01,-5414.364504776253
1021,160_155,2018-12-01,6203890.1899999995
1022,220_155,2019-09-01,-1337830.26
1023,210_155,2023-01-01,4061428.5300000007
1024,240_155,2020-02-01,3725242.98
1025,210_310,2021-03-01,986932.515870163
1026,200_155,2017-03-01,2004152.1800000002
1027,200_155,2019-04-01,1740166.31
1028,200_310,2016-10-01,44447.028384445635
1029,160_155,2019-10-01,1449057.76
1030,250_155,2017-05-01,6649871.82
1031,210_310,2023-06-01,1310083.4522321098
1032,220_155,2023-07-01,1561945.4099999997
1033,210_310,2021-07-01,3255967.922971534
1034,260_155,2022-06-01,4136.160000000001
1035,210_165,2017-02-01,342257.45765973756
1036,220_155,2022-01-01,5617364.22
1037,210_310,2019-11-01,1963447.212273488
1038,160_155,2019-08-01,1872471.0700000008
1039,200_155,2021-05-01,3331794.0300000003
1040,210_165,2022-10-01,484107.95347452804
1041,250_155,2019-12-01,4757669.63
1042,170_155,2017-05-01,3318853.0700000003
1043,250_310,2018-07-01,269033.871364063
1044,160_155,2019-03-01,378435.39999999997
1045,220_310,2021-09-01,-4406.816919292121
1046,170_155,2023-01-01,3897568.19
1047,200_310,2017-12-01,65733.9656378761
1048,220_155,2022-12-01,-141786.75
1049,220_310,2020-03-01,126007.44998507015
1050,250_310,2020-12-01,207955.19763740583
1051,250_155,2017-10-01,13965788.64
1052,170_155,2016-10-01,3622618.37
1053,220_155,2016-08-01,3732773.389999999
1054,220_155,2019-03-01,1049008.6800000002
1055,210_165,2019-12-01,562365.781719656
1056,200_310,2021-04-01,624154.6620231123
1057,260_155,2020-12-01,15061.14
1058,200_155,2016-03-01,2894584.9800000004
1059,200_310,2019-01-01,316270.85136027
1060,250_155,2019-05-01,3570949.24
1061,210_310,2022-05-01,412623.3409380843
1062,200_310,2019-04-01,271039.71073141485
1063,160_155,2021-08-01,2568260.26
1064,210_165,2023-04-01,570261.6989378148
1065,220_310,2022-02-01,29231.956743201958
1066,210_155,2021-04-01,13399609.700000001
1067,200_310,2017-11-01,42728.44201483797
1068,250_310,2017-10-01,997840.7914229637
1069,220_310,2019-11-01,-9334.060504712683
1070,170_155,2022-09-01,2512948.71
1071,210_155,2022-12-01,321313.7799999996
1072,250_310,2018-02-01,187199.48246351274
1073,210_310,2022-07-01,-22968.502236443623
1075,220_310,2019-08-01,624935.1970181043
1076,250_310,2022-05-01,333334.23569774185
1077,200_310,2019-08-01,235563.15989654642
1078,200_155,2016-07-01,1820221.07
1079,250_310,2017-09-01,243177.94879705433
1080,250_310,2019-07-01,215301.6282582216
1081,210_165,2017-10-01,200530.0493150678
1082,170_155,2016-04-01,3527779.66
1083,200_155,2021-06-01,2257787.07
1084,220_155,2021-06-01,-35753.829999999994
1085,210_155,2018-07-01,3681932.27
1086,170_155,2021-05-01,3267598.1700000004
1087,210_310,2016-04-01,2400803.199139154
1088,250_310,2016-08-01,739624.2696845214
1089,160_155,2020-07-01,2810435.58
1090,250_310,2020-10-01,1712637.0182602452
1091,200_310,2020-02-01,168753.48273773462
1092,260_155,2023-06-01,2607.6099999999997
1093,210_310,2023-07-01,107516.85780058842
1094,210_310,2017-12-01,2378796.7743955557
1095,250_310,2017-05-01,196530.70624835292
1096,210_165,2019-06-01,-101332.12895218232
1097,200_155,2022-07-01,2497213.4000000004
1098,240_155,2020-06-01,3685804.6900000004
1099,250_165,2022-09-01,16702.2015388433
1101,240_155,2021-07-01,6427354.339999999
1102,160_155,2022-03-01,4701960.42
1103,160_155,2023-02-01,1525791.2500000002
1104,200_310,2016-02-01,46143.8408131129
1105,220_310,2016-07-01,-24161.752649083453
1106,160_155,2020-03-01,1311327.66
1107,220_155,2020-01-01,530212.09
1108,210_155,2017-02-01,4319283.82
1109,220_155,2018-12-01,1387318.4000000001
1110,210_165,2018-01-01,480187.97689332534
1111,240_155,2020-11-01,4288054.0200000005
1112,170_155,2022-12-01,2784634.76
1113,160_155,2023-05-01,2353503.75
1114,170_155,2020-11-01,1822321.08
1115,250_310,2019-01-01,85322.29539928611
1116,250_310,2017-08-01,148877.8981426968
1117,250_165,2022-02-01,177.1321371879418
1118,160_155,2021-02-01,1130944.29
1119,210_165,2022-09-01,45089.364358401384
1120,200_155,2018-04-01,1868773.9200000002
1121,200_310,2016-11-01,41110.73374636111
1122,220_310,2019-01-01,455477.94236269005
1123,250_310,2016-10-01,726230.8244425803
1124,220_310,2018-10-01,11286.616553006823
1125,210_310,2018-01-01,1318011.3110725929
1126,240_155,2019-07-01,5031632.43
1127,160_155,2016-01-01,1076855.07
1128,250_310,2016-06-01,329344.04614087485
1129,240_155,2020-09-01,3550238.5600000005
1130,250_310,2022-10-01,2041909.2890831325
1131,220_310,2023-07-01,134507.95531738256
1132,210_310,2019-06-01,4589849.273865018
1133,220_155,2018-03-01,1119899.6099999999
1134,200_155,2018-06-01,1657630.8499999999
1135,250_155,2022-12-01,8211309.32
1136,200_310,2023-08-01,174390.90771900694
1137,240_155,2022-09-01,4538964.370000001
1138,170_155,2020-04-01,2530878.0300000003
1139,170_155,2020-10-01,2883570.6
1140,160_155,2023-01-01,348377.70999999996
1141,210_310,2016-01-01,1149506.0292159664
1142,200_310,2016-06-01,51933.39465011119
1143,220_310,2021-06-01,378013.490222075
1144,210_165,2020-09-01,792028.840168631
1145,160_155,2016-04-01,852505.2300000001
1146,210_310,2018-09-01,193718.8267732495
1147,200_310,2019-05-01,325315.7104637339
1148,210_155,2021-12-01,6425749.77
1149,210_165,2021-10-01,408248.4618013215
1150,250_310,2023-03-01,168508.59034033056
1151,220_155,2020-02-01,1116704.5100000002
1152,200_155,2017-09-01,1689228.7499999998
1153,210_155,2016-07-01,6283148.8
1154,220_155,2017-02-01,711463.51
1155,210_155,2022-03-01,9609902.12
1156,240_155,2023-04-01,5005169.36
1157,200_155,2021-09-01,3904088.6200000006
1158,160_155,2021-05-01,2315630.25
1159,210_165,2022-03-01,157779.3493975897
1160,170_155,2017-06-01,4449689.39
1161,170_155,2017-08-01,2973947.28
1162,210_165,2018-08-01,567787.9663933504
1163,250_310,2017-03-01,189010.49160470144
1164,200_155,2022-04-01,2394403.39
1165,240_155,2021-11-01,4354804.72
1166,210_155,2018-12-01,3357898.45
1167,200_310,2016-01-01,39129.602940116754
1168,240_155,2021-01-01,3407367.35
1169,160_155,2022-11-01,2967981.2800000003
1170,260_155,2022-02-01,1970.8799999999997
1171,210_155,2019-03-01,5685451.569999999
1172,210_155,2016-04-01,14963514.52
1173,200_310,2019-07-01,273378.5255920551
1174,200_310,2020-04-01,575809.6760533564
1175,160_155,2021-09-01,1944002.8800000001
1176,200_310,2018-12-01,708775.9656652362
1177,210_155,2016-12-01,6719381.11
1178,220_310,2017-04-01,441285.16602953296
1179,160_155,2018-03-01,827656.62
1180,200_155,2021-02-01,2566675.79
1181,240_155,2023-07-01,7497416.33
1182,250_165,2023-06-01,85823.00459105549
1183,210_165,2021-06-01,112851.60236121705
1184,200_155,2016-06-01,2534780.0224419404
1185,170_155,2017-02-01,3226126.9999999995
1186,210_165,2016-05-01,342562.68724519457
1187,240_155,2017-05-01,6356822.970000002
1188,250_310,2021-05-01,425150.34644759767
1189,220_155,2022-10-01,1413072.04
1190,250_165,2021-04-01,49516.8245017016
1191,250_310,2021-08-01,138693.07926704842
1192,210_310,2018-08-01,-27561.750866266455
1193,250_310,2016-03-01,322884.0716099166
1194,210_165,2018-06-01,141816.48767873345
1195,210_155,2021-07-01,4253964.37
1196,250_155,2022-02-01,5428107.0200000005
1197,160_155,2020-12-01,1996903.15
1198,240_155,2023-03-01,5939778.529999999
1199,220_310,2017-05-01,32400.058608058633
1200,170_155,2022-02-01,5322633.46
1201,210_155,2022-07-01,1231398.2
1202,250_155,2023-02-01,2383992.3400000003
1203,160_155,2019-11-01,2528551.8099999996
1204,160_155,2016-09-01,1841877.0100000002
1205,210_155,2020-12-01,6689672.910000001
1206,240_155,2022-12-01,3457463.4800000004
1208,210_155,2018-01-01,1686205.6400000001
1209,220_310,2017-10-01,363807.25916419324
1210,210_165,2023-06-01,233968.02867992854
1211,220_310,2016-06-01,-29036.092588334493
1212,200_155,2016-09-01,2185207.96
1213,210_165,2016-02-01,-7121.489451039998
1214,220_310,2018-03-01,413130.18631595443
1215,210_310,2017-09-01,1835042.108358032
1216,210_155,2017-06-01,2205625.1100000003
1217,220_310,2017-08-01,513927.968146718
1218,200_155,2022-10-01,1359967.6899999997
1219,210_165,2018-11-01,1369457.6976484307
1220,170_155,2021-09-01,4252322.529999999
1221,260_155,2020-08-01,5089.639999999999
1222,250_165,2021-07-01,3817.9477856890526
1223,210_165,2018-05-01,506761.5299459901
1224,210_310,2021-06-01,3741162.581534638
1225,200_310,2023-05-01,296710.88560885616
1226,170_155,2022-10-01,3721864.76
1227,260_155,2022-11-01,2998.44
1228,210_310,2020-04-01,45165.1054591017
1229,210_165,2023-03-01,1264241.3405994668
1230,170_155,2023-09-01,3346040.2000000007
1231,220_310,2021-04-01,290432.3650466994
1232,200_155,2018-01-01,2155970.04
1233,200_310,2017-06-01,56748.83340763859
1234,200_310,2020-08-01,344603.6581731485
1235,200_155,2018-03-01,1968200.1799999997
1236,240_155,2019-09-01,5002270.48
1237,210_165,2017-03-01,1233035.2817007597
1238,250_310,2018-01-01,288606.7515735033
1239,210_310,2023-02-01,487324.49340107554
1240,220_155,2022-11-01,1070085.6199999999
